CBSA,MDIV,STCOU,NAME,LSAD,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,NPOPCHG2020,NPOPCHG2021,BIRTHS2020,BIRTHS2021,DEATHS2020,DEATHS2021,NATURALCHG2020,NATURALCHG2021,INTERNATIONALMIG2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,RESIDUAL2020,RESIDUAL2021
19540,,,"Decatur, IN",Micropolitan Statistical Area,35809,35826,35961,17,135,169,647,102,353,67,294,0,0,-50,-164,-50,-164,0,5
19580,,,"Defiance, OH",Micropolitan Statistical Area,38286,38227,38144,-59,-83,114,397,126,481,-12,-84,0,22,-45,-23,-45,-1,-2,2
19620,,,"Del Rio, TX",Micropolitan Statistical Area,47586,47582,47564,-4,-18,192,742,102,482,90,260,0,2,-95,-289,-95,-287,1,9
19700,,,"Deming, NM",Micropolitan Statistical Area,25427,25420,25532,-7,112,89,377,99,324,-10,53,0,30,5,23,5,53,-2,6
19760,,,"DeRidder, LA",Micropolitan Statistical Area,36549,36573,36584,24,11,86,476,96,464,-10,12,1,10,34,-17,35,-7,-1,6
19860,,,"Dickinson, ND",Micropolitan Statistical Area,34591,34736,34001,145,-735,143,542,70,306,73,236,0,10,70,-965,70,-955,2,-16
19940,,,"Dixon, IL",Micropolitan Statistical Area,34145,34021,34049,-124,28,68,285,114,490,-46,-205,0,2,-77,231,-77,233,-1,0
19980,,,"Dodge City, KS",Micropolitan Statistical Area,34287,34206,34159,-81,-47,157,604,70,286,87,318,3,52,-174,-419,-171,-367,3,2
20060,,,"Douglas, GA",Micropolitan Statistical Area,51378,51348,51777,-30,429,165,646,166,582,-1,64,0,35,-30,321,-30,356,1,9
20140,,,"Dublin, GA",Micropolitan Statistical Area,65165,65055,65013,-110,-42,178,732,260,923,-82,-191,-3,1,-23,139,-26,140,-2,9
20180,,,"DuBois, PA",Micropolitan Statistical Area,80562,80394,80082,-168,-312,200,679,292,1168,-92,-489,0,14,-71,152,-71,166,-5,11
20300,,,"Dumas, TX",Micropolitan Statistical Area,21358,21273,21118,-85,-155,93,367,37,162,56,205,0,29,-143,-387,-143,-358,2,-2
20340,,,"Duncan, OK",Micropolitan Statistical Area,42848,42753,43129,-95,376,121,472,188,632,-67,-160,0,6,-25,533,-25,539,-3,-3
20420,,,"Durango, CO",Micropolitan Statistical Area,55638,55642,56250,4,608,98,462,98,477,0,-15,0,2,7,621,7,623,-3,0
20460,,,"Durant, OK",Micropolitan Statistical Area,46067,46293,47105,226,812,136,585,125,699,11,-114,0,12,215,920,215,932,0,-6
20540,,,"Dyersburg, TN",Micropolitan Statistical Area,36801,36646,36615,-155,-31,104,455,170,565,-66,-110,0,-1,-88,73,-88,72,-1,7
20580,,,"Eagle Pass, TX",Micropolitan Statistical Area,57887,57844,58056,-43,212,240,1014,128,472,112,542,4,44,-163,-384,-159,-340,4,10
20660,,,"Easton, MD",Micropolitan Statistical Area,37526,37456,37626,-70,170,83,312,142,605,-59,-293,0,14,-3,452,-3,466,-8,-3
20780,,,"Edwards, CO",Micropolitan Statistical Area,55731,55665,55727,-66,62,140,513,35,163,105,350,4,19,-180,-314,-176,-295,5,7
20820,,,"Effingham, IL",Micropolitan Statistical Area,34668,34614,34430,-54,-184,95,400,111,412,-16,-12,0,7,-37,-183,-37,-176,-1,4
20900,,,"El Campo, TX",Micropolitan Statistical Area,41570,41550,41721,-20,171,142,546,121,471,21,75,0,3,-41,85,-41,88,0,8
20980,,,"El Dorado, AR",Micropolitan Statistical Area,39054,38925,38340,-129,-585,100,423,143,612,-43,-189,-1,-5,-83,-390,-84,-395,-2,-1
21020,,,"Elizabeth City, NC",Micropolitan Statistical Area,53573,53642,53951,69,309,151,538,191,707,-40,-169,4,6,108,473,112,479,-3,-1
21120,,,"Elk City, OK",Micropolitan Statistical Area,22410,22302,22046,-108,-256,56,290,66,289,-10,1,0,-3,-99,-252,-99,-255,1,-2
21180,,,"Elkins, WV",Micropolitan Statistical Area,27932,27852,27806,-80,-46,62,291,104,473,-42,-182,0,6,-34,126,-34,132,-4,4
21220,,,"Elko, NV",Micropolitan Statistical Area,55557,55597,55818,40,221,191,683,89,452,102,231,0,-5,-65,-18,-65,-23,3,13
21260,,,"Ellensburg, WA",Micropolitan Statistical Area,44337,44589,45499,252,910,96,381,90,402,6,-21,0,19,245,917,245,936,1,-5
21380,,,"Emporia, KS",Micropolitan Statistical Area,34751,34664,34596,-87,-68,85,378,96,356,-11,22,0,45,-76,-136,-76,-91,0,1
21460,,,"Enterprise, AL",Micropolitan Statistical Area,53465,53565,54174,100,609,141,663,181,709,-40,-46,0,22,142,633,142,655,-2,0
21540,,,"Escanaba, MI",Micropolitan Statistical Area,36903,36842,36826,-61,-16,85,308,141,529,-56,-221,0,-1,0,204,0,203,-5,2
21580,,,"Espa±ola, NM",Micropolitan Statistical Area,40363,40264,40179,-99,-85,106,393,125,504,-19,-111,1,3,-80,18,-79,21,-1,5
21640,,,"Eufaula, AL-GA",Micropolitan Statistical Area,27458,27404,27207,-54,-197,69,296,122,426,-53,-130,0,1,1,-69,1,-68,-2,1
21700,,,"Eureka-Arcata, CA",Micropolitan Statistical Area,136463,136351,136310,-112,-41,368,1290,347,1536,21,-246,-1,11,-126,174,-127,185,-6,20
21740,,,"Evanston, WY",Micropolitan Statistical Area,20450,20441,20635,-9,194,50,226,49,166,1,60,0,3,-11,131,-11,134,1,0
21840,,,"Fairfield, IA",Micropolitan Statistical Area,15663,15659,15647,-4,-12,32,144,50,221,-18,-77,2,58,15,6,17,64,-3,1
21860,,,"Fairmont, MN",Micropolitan Statistical Area,20025,19970,19915,-55,-55,54,221,65,247,-11,-26,0,0,-43,-32,-43,-32,-1,3
21900,,,"Fairmont, WV",Micropolitan Statistical Area,56205,56157,56001,-48,-156,155,575,208,800,-53,-225,0,9,8,50,8,59,-3,10
21980,,,"Fallon, NV",Micropolitan Statistical Area,25516,25539,25723,23,184,63,304,100,326,-37,-22,0,5,60,201,60,206,0,0
22060,,,"Faribault-Northfield, MN",Micropolitan Statistical Area,67097,67030,67262,-67,232,153,671,148,610,5,61,1,81,-73,75,-72,156,0,15
22100,,,"Farmington, MO",Micropolitan Statistical Area,66922,66900,67541,-22,641,166,676,235,961,-69,-285,-1,6,49,921,48,927,-1,-1
22260,,,"Fergus Falls, MN",Micropolitan Statistical Area,60081,60024,60046,-57,22,151,588,228,856,-77,-268,0,5,27,280,27,285,-7,5
22280,,,"Fernley, NV",Micropolitan Statistical Area,59235,59431,60903,196,1472,153,578,190,794,-37,-216,-1,-6,236,1717,235,1711,-2,-23
22300,,,"Findlay, OH",Micropolitan Statistical Area,74920,74830,74656,-90,-174,198,832,218,884,-20,-52,2,46,-70,-181,-68,-135,-2,13
22340,,,"Fitzgerald, GA",Micropolitan Statistical Area,17194,17153,17158,-41,5,47,202,69,270,-22,-68,0,5,-19,66,-19,71,0,2
22580,,,"Forest City, NC",Micropolitan Statistical Area,64444,64421,64586,-23,165,151,616,251,1024,-100,-408,0,5,82,567,82,572,-5,1
22620,,,"Forrest City, AR",Micropolitan Statistical Area,23090,23046,22739,-44,-307,95,309,77,302,18,7,0,7,-63,-318,-63,-311,1,-3
22700,,,"Fort Dodge, IA",Micropolitan Statistical Area,36999,36954,37147,-45,193,120,426,140,527,-20,-101,0,25,-24,266,-24,291,-1,3
22780,,,"Fort Leonard Wood, MO",Micropolitan Statistical Area,53955,53964,53816,9,-148,186,691,118,362,68,329,25,-11,-88,-473,-63,-484,4,7
22800,,,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,57809,57696,57351,-113,-345,158,576,205,777,-47,-201,0,1,-60,-151,-60,-150,-6,6
22820,,,"Fort Morgan, CO",Micropolitan Statistical Area,29111,29065,29008,-46,-57,116,402,102,300,14,102,0,37,-61,-198,-61,-161,1,2
22840,,,"Fort Payne, AL",Micropolitan Statistical Area,71608,71630,71813,22,183,206,752,224,1021,-18,-269,-3,34,46,409,43,443,-3,9
22860,,,"Fort Polk South, LA",Micropolitan Statistical Area,48750,48582,48027,-168,-555,193,814,119,450,74,364,2,4,-247,-912,-245,-908,3,-11
23140,,,"Frankfort, IN",Micropolitan Statistical Area,33190,33151,33065,-39,-86,115,439,109,374,6,65,-1,0,-45,-156,-46,-156,1,5
23180,,,"Frankfort, KY",Micropolitan Statistical Area,75393,75438,75717,45,279,198,739,237,935,-39,-196,2,32,82,435,84,467,0,8
23240,,,"Fredericksburg, TX",Micropolitan Statistical Area,26725,26732,27297,7,565,64,252,96,417,-32,-165,0,27,43,713,43,740,-4,-10
23300,,,"Freeport, IL",Micropolitan Statistical Area,44630,44457,44021,-173,-436,111,449,170,651,-59,-202,0,3,-109,-240,-109,-237,-5,3
23340,,,"Fremont, NE",Micropolitan Statistical Area,37167,37102,37103,-65,1,116,412,121,507,-5,-95,0,19,-59,73,-59,92,-1,4
23380,,,"Fremont, OH",Micropolitan Statistical Area,58896,58832,58715,-64,-117,159,596,184,777,-25,-181,0,28,-37,27,-37,55,-2,9
23500,,,"Gaffney, SC",Micropolitan Statistical Area,56216,56179,56052,-37,-127,156,603,203,797,-47,-194,0,20,10,35,10,55,0,12
23620,,,"Gainesville, TX",Micropolitan Statistical Area,41668,41697,42244,29,547,121,490,148,518,-27,-28,0,8,57,568,57,576,-1,-1
23660,,,"Galesburg, IL",Micropolitan Statistical Area,49967,49736,49268,-231,-468,132,463,212,745,-80,-282,1,47,-148,-236,-147,-189,-4,3
23700,,,"Gallup, NM",Micropolitan Statistical Area,72902,72630,71780,-272,-850,227,849,274,924,-47,-75,-2,30,-227,-807,-229,-777,4,2
23780,,,"Garden City, KS",Micropolitan Statistical Area,42453,42268,41998,-185,-270,149,601,81,288,68,313,1,55,-259,-636,-258,-581,5,-2
23820,,,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,49488,49468,49870,-20,402,75,327,174,665,-99,-338,0,2,87,744,87,746,-8,-6
23860,,,"Georgetown, SC",Micropolitan Statistical Area,63404,63440,63921,36,481,108,498,244,1038,-136,-540,0,-1,184,1028,184,1027,-12,-6
23940,,,"Gillette, WY",Micropolitan Statistical Area,61045,61103,60461,58,-642,212,741,131,567,81,174,-2,10,-23,-821,-25,-811,2,-5
23980,,,"Glasgow, KY",Micropolitan Statistical Area,54771,54716,54893,-55,177,130,622,218,797,-88,-175,0,0,35,347,35,347,-2,5
24060,,,"Glenwood Springs, CO",Micropolitan Statistical Area,79043,79118,79509,75,391,222,864,115,479,107,385,1,35,-35,-39,-34,-4,2,10
24100,,,"Gloversville, NY",Micropolitan Statistical Area,53324,53160,53116,-164,-44,132,458,190,681,-58,-223,0,2,-104,171,-104,173,-2,6
24180,,,"Granbury, TX",Micropolitan Statistical Area,61598,61953,64222,355,2269,122,553,244,878,-122,-325,0,0,481,2632,481,2632,-4,-38
24330,,,"Grand Rapids, MN",Micropolitan Statistical Area,45014,44984,45070,-30,86,88,394,145,579,-57,-185,1,-1,31,271,32,270,-5,1
24380,,,"Grants, NM",Micropolitan Statistical Area,27172,27076,27184,-96,108,80,291,88,351,-8,-60,0,4,-88,162,-88,166,0,2
24460,,,"Great Bend, KS",Micropolitan Statistical Area,25493,25419,25216,-74,-203,79,285,81,353,-2,-68,3,15,-75,-151,-72,-136,0,1
24620,,,"Greeneville, TN",Micropolitan Statistical Area,70152,70220,70621,68,401,141,624,282,1138,-141,-514,-1,6,214,912,213,918,-4,-3
24700,,,"Greensburg, IN",Micropolitan Statistical Area,26472,26477,26320,5,-157,60,299,75,352,-15,-53,0,10,20,-117,20,-107,0,3
24740,,,"Greenville, MS",Micropolitan Statistical Area,44922,44613,43687,-309,-926,143,575,184,712,-41,-137,0,11,-269,-792,-269,-781,1,-8
24820,,,"Greenville, OH",Micropolitan Statistical Area,51881,51882,51597,1,-285,176,567,186,711,-10,-144,0,5,14,-153,14,-148,-3,7
24900,,,"Greenwood, MS",Micropolitan Statistical Area,38337,38137,37436,-200,-701,97,504,148,529,-51,-25,0,9,-148,-677,-148,-668,-1,-8
24940,,,"Greenwood, SC",Micropolitan Statistical Area,69351,69380,69241,29,-139,207,796,223,954,-16,-158,0,28,47,-19,47,9,-2,10
24980,,,"Grenada, MS",Micropolitan Statistical Area,21629,21581,21365,-48,-216,63,247,84,337,-21,-90,0,0,-27,-128,-27,-128,0,2
25100,,,"Guymon, OK",Micropolitan Statistical Area,21384,21283,20865,-101,-418,85,336,54,178,31,158,1,50,-134,-619,-133,-569,1,-7
25200,,,"Hailey, ID",Micropolitan Statistical Area,25349,25416,25905,67,489,35,181,42,162,-7,19,3,80,73,391,76,471,-2,-1
25300,,,"Hannibal, MO",Micropolitan Statistical Area,38880,38821,38879,-59,58,106,410,128,501,-22,-91,0,7,-35,135,-35,142,-2,7
25460,,,"Harrison, AR",Micropolitan Statistical Area,44598,44550,45034,-48,484,95,443,158,678,-63,-235,0,-2,18,729,18,727,-3,-8
25580,,,"Hastings, NE",Micropolitan Statistical Area,31205,31147,31027,-58,-120,92,357,118,371,-26,-14,2,46,-34,-156,-32,-110,0,4
25700,,,"Hays, KS",Micropolitan Statistical Area,28934,28931,28790,-3,-141,77,252,67,289,10,-37,2,19,-16,-126,-14,-107,1,3
25720,,,"Heber, UT",Micropolitan Statistical Area,77145,77484,79266,339,1782,182,785,88,437,94,348,-3,38,243,1408,240,1446,5,-12
25740,,,"Helena, MT",Micropolitan Statistical Area,83058,83226,84693,168,1467,202,717,237,937,-35,-220,1,27,206,1676,207,1703,-4,-16
25760,,,"Helena-West Helena, AR",Micropolitan Statistical Area,16568,16445,15906,-123,-539,58,263,77,279,-19,-16,0,0,-104,-514,-104,-514,0,-9
25780,,,"Henderson, NC",Micropolitan Statistical Area,42578,42529,42185,-49,-344,106,553,153,623,-47,-70,2,44,-2,-321,0,-277,-2,3
25820,,,"Hereford, TX",Micropolitan Statistical Area,18583,18503,18329,-80,-174,72,302,45,188,27,114,0,5,-108,-292,-108,-287,1,-1
25840,,,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,92261,92202,92291,-59,89,260,1103,257,978,3,125,-2,0,-61,-54,-63,-54,1,18
25880,,,"Hillsdale, MI",Micropolitan Statistical Area,45746,45677,45546,-69,-131,122,440,189,601,-67,-161,0,-1,2,23,2,22,-4,8
25900,,,"Hilo, HI",Micropolitan Statistical Area,200629,200746,202906,117,2160,511,2048,621,2358,-110,-310,11,198,232,2273,243,2471,-16,-1
26020,,,"Hobbs, NM",Micropolitan Statistical Area,74455,74586,73004,131,-1582,297,1107,180,612,117,495,2,47,7,-2096,9,-2049,5,-28
26090,,,"Holland, MI",Micropolitan Statistical Area,120502,120596,120950,94,354,304,1259,315,1263,-11,-4,0,32,107,303,107,335,-2,23
26220,,,"Hood River, OR",Micropolitan Statistical Area,23977,23943,24057,-34,114,55,232,51,202,4,30,-1,3,-36,78,-37,81,-1,3
26260,,,"Hope, AR",Micropolitan Statistical Area,28375,28277,27881,-98,-396,90,362,89,417,1,-55,0,-4,-98,-334,-98,-338,-1,-3
26340,,,"Houghton, MI",Micropolitan Statistical Area,39407,39215,39420,-192,205,81,324,145,426,-64,-102,-1,12,-126,292,-127,304,-1,3
26460,,,"Hudson, NY",Micropolitan Statistical Area,61570,61550,61778,-20,228,122,440,179,836,-57,-396,-1,20,46,605,45,625,-8,-1
26500,,,"Huntingdon, PA",Micropolitan Statistical Area,44092,44030,43889,-62,-141,87,348,106,630,-19,-282,0,4,-39,131,-39,135,-4,6
26540,,,"Huntington, IN",Micropolitan Statistical Area,36662,36599,36717,-63,118,103,378,123,490,-20,-112,-1,6,-41,221,-42,227,-1,3
26660,,,"Huntsville, TX",Micropolitan Statistical Area,76400,76543,77977,143,1434,159,577,145,735,14,-158,2,82,124,1514,126,1596,3,-4
26700,,,"Huron, SD",Micropolitan Statistical Area,20812,20803,20757,-9,-46,84,285,62,259,22,26,4,134,-35,-205,-31,-71,0,-1
26740,,,"Hutchinson, KS",Micropolitan Statistical Area,61898,61808,61414,-90,-394,158,601,229,840,-71,-239,-2,6,-14,-169,-16,-163,-3,8
26780,,,"Hutchinson, MN",Micropolitan Statistical Area,36771,36701,36735,-70,34,81,386,115,442,-34,-56,0,4,-34,79,-34,83,-2,7
26860,,,"Indiana, PA",Micropolitan Statistical Area,83246,83116,82886,-130,-230,196,748,264,1078,-68,-330,0,17,-57,67,-57,84,-5,16
26940,,,"Indianola, MS",Micropolitan Statistical Area,25971,25826,25402,-145,-424,54,286,107,352,-53,-66,0,0,-93,-355,-93,-355,1,-3
27020,,,"Iron Mountain, MI-WI",Micropolitan Statistical Area,30505,30442,30380,-63,-62,63,234,93,422,-30,-188,0,3,-30,122,-30,125,-3,1
27160,,,"Jackson, OH",Micropolitan Statistical Area,32653,32642,32511,-11,-131,84,367,132,469,-48,-102,0,6,37,-41,37,-35,0,6
27220,,,"Jackson, WY-ID",Micropolitan Statistical Area,34961,35078,35842,117,764,80,336,42,156,38,180,2,16,76,572,78,588,1,-4
27300,,,"Jacksonville, IL",Micropolitan Statistical Area,37864,37725,37442,-139,-283,93,377,166,525,-73,-148,0,12,-64,-152,-64,-140,-2,5
27380,,,"Jacksonville, TX",Micropolitan Statistical Area,50412,50477,51097,65,620,177,665,157,652,20,13,0,10,46,596,46,606,-1,1
27420,,,"Jamestown, ND",Micropolitan Statistical Area,21593,21529,21576,-64,47,50,199,65,276,-15,-77,0,6,-48,117,-48,123,-1,1
27460,,,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,127657,127424,126807,-233,-617,318,1257,433,1691,-115,-434,1,26,-111,-231,-110,-205,-8,22
27530,,,"Jasper, AL",Micropolitan Statistical Area,65342,65100,64818,-242,-282,170,782,323,1143,-153,-361,0,11,-85,55,-85,66,-4,13
27540,,,"Jasper, IN",Micropolitan Statistical Area,55887,55837,55693,-50,-144,158,626,170,683,-12,-57,1,20,-37,-116,-36,-96,-2,9
27600,,,"Jefferson, GA",Micropolitan Statistical Area,75907,76712,80286,805,3574,213,905,180,796,33,109,-1,14,768,3505,767,3519,5,-54
27660,,,"Jennings, LA",Micropolitan Statistical Area,32250,32166,32345,-84,179,90,406,117,446,-27,-40,0,4,-57,212,-57,216,0,3
27700,,,"Jesup, GA",Micropolitan Statistical Area,30144,30155,30380,11,225,104,319,96,389,8,-70,0,3,3,292,3,295,0,0
27940,,,"Juneau, AK",Micropolitan Statistical Area,32255,32195,31973,-60,-222,80,275,52,204,28,71,-2,21,-88,-317,-90,-296,2,3
28060,,,"Kalispell, MT",Micropolitan Statistical Area,104357,104773,108454,416,3681,251,1026,287,1168,-36,-142,-2,26,458,3855,456,3881,-4,-58
28180,,,"Kapaa, HI",Micropolitan Statistical Area,73298,73201,73454,-97,253,180,724,162,764,18,-40,-1,70,-109,211,-110,281,-5,12
28260,,,"Kearney, NE",Micropolitan Statistical Area,56772,56824,57013,52,189,174,660,137,573,37,87,0,24,16,64,16,88,-1,14
28300,,,"Keene, NH",Micropolitan Statistical Area,76458,76501,77329,43,828,156,600,208,883,-52,-283,0,15,101,1105,101,1120,-6,-9
28340,,,"Kendallville, IN",Micropolitan Statistical Area,47457,47379,47227,-78,-152,141,601,158,557,-17,44,2,11,-61,-215,-59,-204,-2,8
28380,,,"Kennett, MO",Micropolitan Statistical Area,28283,28178,27717,-105,-461,91,359,139,530,-48,-171,0,12,-56,-304,-56,-292,-1,2
28500,,,"Kerrville, TX",Micropolitan Statistical Area,52598,52676,53161,78,485,118,475,204,872,-86,-397,-1,12,172,879,171,891,-7,-9
28540,,,"Ketchikan, AK",Micropolitan Statistical Area,13948,13902,13754,-46,-148,35,113,26,106,9,7,0,8,-54,-163,-54,-155,-1,0
28580,,,"Key West, FL",Micropolitan Statistical Area,82874,82809,82170,-65,-639,180,639,212,795,-32,-156,3,133,-29,-624,-26,-491,-7,8
28620,,,"Kill Devil Hills, NC",Micropolitan Statistical Area,36915,37001,37826,86,825,74,309,103,447,-29,-138,0,26,117,949,117,975,-2,-12
28780,,,"Kingsville, TX",Micropolitan Statistical Area,31390,31304,30975,-86,-329,95,382,91,333,4,49,2,25,-94,-406,-92,-381,2,3
28820,,,"Kinston, NC",Micropolitan Statistical Area,55122,54995,54706,-127,-289,146,642,226,855,-80,-213,0,-3,-44,-81,-44,-84,-3,8
28860,,,"Kirksville, MO",Micropolitan Statistical Area,29346,29253,29210,-93,-43,81,344,84,280,-3,64,3,46,-92,-157,-89,-111,-1,4
28900,,,"Klamath Falls, OR",Micropolitan Statistical Area,69413,69504,70164,91,660,207,758,243,1002,-36,-244,-1,-4,133,911,132,907,-5,-3
29060,,,"Laconia, NH",Micropolitan Statistical Area,63705,63743,64460,38,717,104,475,192,956,-88,-481,1,18,129,1192,130,1210,-4,-12
29260,,,"La Grande, OR",Micropolitan Statistical Area,26196,26149,26212,-47,63,70,239,87,327,-17,-88,0,6,-29,143,-29,149,-1,2
29300,,,"LaGrange, GA-AL",Micropolitan Statistical Area,104198,104066,104261,-132,195,276,1220,343,1407,-67,-187,1,69,-63,297,-62,366,-3,16
29380,,,"Lake City, FL",Micropolitan Statistical Area,69698,69889,70385,191,496,182,755,231,1030,-49,-275,0,20,241,752,241,772,-1,-1
29500,,,"Lamesa, TX",Micropolitan Statistical Area,12456,12439,12413,-17,-26,44,165,42,136,2,29,0,2,-19,-60,-19,-58,0,3
29660,,,"Laramie, WY",Micropolitan Statistical Area,37066,37079,37608,13,529,80,351,58,256,22,95,0,33,-10,398,-10,431,1,3
29780,,,"Las Vegas, NM",Micropolitan Statistical Area,31390,31299,31346,-91,47,54,275,94,371,-40,-96,0,23,-49,117,-49,140,-2,3
29860,,,"Laurel, MS",Micropolitan Statistical Area,83613,83490,83035,-123,-455,270,1063,301,1177,-31,-114,0,-11,-90,-341,-90,-352,-2,11
29900,,,"Laurinburg, NC",Micropolitan Statistical Area,34174,34110,34227,-64,117,88,389,129,485,-41,-96,0,7,-23,204,-23,211,0,2
29980,,,"Lawrenceburg, TN",Micropolitan Statistical Area,44159,44189,44828,30,639,134,515,173,671,-39,-156,0,0,70,802,70,802,-1,-7
30060,,,"Lebanon, MO",Micropolitan Statistical Area,36039,36024,36133,-15,109,116,432,123,480,-7,-48,0,0,-7,151,-7,151,-1,6
30100,,,"Lebanon, NH-VT",Micropolitan Statistical Area,221211,221115,223471,-96,2356,415,1631,642,2526,-227,-895,2,163,150,3105,152,3268,-21,-17
30220,,,"Levelland, TX",Micropolitan Statistical Area,21537,21490,21363,-47,-127,56,245,55,262,1,-17,0,10,-49,-123,-49,-113,1,3
30260,,,"Lewisburg, PA",Micropolitan Statistical Area,42681,42625,42568,-56,-57,92,388,108,468,-16,-80,0,8,-38,6,-38,14,-2,9
30280,,,"Lewisburg, TN",Micropolitan Statistical Area,34318,34441,34984,123,543,105,392,94,457,11,-65,-1,12,111,600,110,612,2,-4
30380,,,"Lewistown, PA",Micropolitan Statistical Area,46143,46073,46136,-70,63,124,532,173,666,-49,-134,0,3,-17,189,-17,192,-4,5
30420,,,"Lexington, NE",Micropolitan Statistical Area,26004,25930,25722,-74,-208,80,407,76,294,4,113,2,54,-81,-373,-79,-319,1,-2
30580,,,"Liberal, KS",Micropolitan Statistical Area,21964,21832,21747,-132,-85,86,360,44,138,42,222,-1,21,-177,-326,-178,-305,4,-2
30660,,,"Lincoln, IL",Micropolitan Statistical Area,27987,27879,27992,-108,113,68,263,116,366,-48,-103,0,4,-58,209,-58,213,-2,3
30820,,,"Lock Haven, PA",Micropolitan Statistical Area,37450,37350,37465,-100,115,110,375,125,489,-15,-114,0,3,-84,222,-84,225,-1,4
30900,,,"Logansport, IN",Micropolitan Statistical Area,37870,37771,37563,-99,-208,106,440,133,479,-27,-39,-1,55,-71,-227,-72,-172,0,3
30940,,,"London, KY",Micropolitan Statistical Area,149863,149778,149615,-85,-163,407,1837,535,2235,-128,-398,-2,5,48,205,46,210,-3,25
31060,,,"Los Alamos, NM",Micropolitan Statistical Area,19419,19424,19330,5,-94,42,161,26,145,16,16,0,35,-11,-149,-11,-114,0,4
31220,,,"Ludington, MI",Micropolitan Statistical Area,29052,29064,29383,12,319,72,257,79,412,-7,-155,0,2,22,477,22,479,-3,-5
31260,,,"Lufkin, TX",Micropolitan Statistical Area,86395,86345,86506,-50,161,249,1023,281,1085,-32,-62,0,11,-17,195,-17,206,-1,17
31300,,,"Lumberton, NC",Micropolitan Statistical Area,116530,116361,116328,-169,-33,408,1682,444,1761,-36,-79,0,31,-135,-8,-135,23,2,23
31380,,,"Macomb, IL",Micropolitan Statistical Area,27238,27079,26828,-159,-251,57,233,103,364,-46,-131,1,23,-115,-145,-114,-122,1,2
31500,,,"Madison, IN",Micropolitan Statistical Area,33147,33075,33141,-72,66,94,371,122,415,-28,-44,0,14,-44,91,-44,105,0,5
31580,,,"Madisonville, KY",Micropolitan Statistical Area,45423,45367,45138,-56,-229,118,512,188,690,-70,-178,0,3,16,-60,16,-57,-2,6
31620,,,"Magnolia, AR",Micropolitan Statistical Area,22801,22741,22672,-60,-69,65,258,89,339,-24,-81,0,2,-37,8,-37,10,1,2
31660,,,"Malone, NY",Micropolitan Statistical Area,47555,47527,47456,-28,-71,113,389,131,595,-18,-206,0,-1,-8,126,-8,125,-2,10
31680,,,"Malvern, AR",Micropolitan Statistical Area,33040,33034,33148,-6,114,67,327,121,488,-54,-161,0,4,49,267,49,271,-1,4
31820,,,"Manitowoc, WI",Micropolitan Statistical Area,81359,81250,81505,-109,255,173,744,299,987,-126,-243,0,24,23,470,23,494,-6,4
31930,,,"Marietta, OH",Micropolitan Statistical Area,59771,59613,59423,-158,-190,140,571,225,844,-85,-273,-1,11,-68,63,-69,74,-4,9
31940,,,"Marinette, WI-MI",Micropolitan Statistical Area,65374,65292,65174,-82,-118,131,552,243,908,-112,-356,2,5,35,229,37,234,-7,4
31980,,,"Marion, IN",Micropolitan Statistical Area,66674,66446,66263,-228,-183,172,718,265,959,-93,-241,1,9,-134,36,-133,45,-2,13
32000,,,"Marion, NC",Micropolitan Statistical Area,44578,44536,44717,-42,181,97,394,159,631,-62,-237,0,2,23,416,23,418,-3,0
32020,,,"Marion, OH",Micropolitan Statistical Area,65359,65363,65291,4,-72,172,698,212,835,-40,-137,0,14,47,39,47,53,-3,12
32100,,,"Marquette, MI",Micropolitan Statistical Area,66017,65931,66103,-86,172,141,505,196,794,-55,-289,0,6,-27,451,-27,457,-4,4
32140,,,"Marshall, MN",Micropolitan Statistical Area,25269,25174,25231,-95,57,96,317,67,273,29,44,0,49,-124,-40,-124,9,0,4
32180,,,"Marshall, MO",Micropolitan Statistical Area,23333,23319,23289,-14,-30,70,256,79,296,-9,-40,1,26,-4,-21,-3,5,-2,5
32260,,,"Marshalltown, IA",Micropolitan Statistical Area,40105,40059,39853,-46,-206,124,480,141,547,-17,-67,5,117,-34,-260,-29,-143,0,4
32280,,,"Martin, TN",Micropolitan Statistical Area,32902,32864,33036,-38,172,74,321,119,440,-45,-119,0,13,10,275,10,288,-3,3
32300,,,"Martinsville, VA",Micropolitan Statistical Area,64433,64204,63765,-229,-439,146,615,341,1124,-195,-509,1,4,-31,59,-30,63,-4,7
32340,,,"Maryville, MO",Micropolitan Statistical Area,21241,21218,21160,-23,-58,60,205,38,210,22,-5,0,2,-45,-59,-45,-57,0,4
32380,,,"Mason City, IA",Micropolitan Statistical Area,50570,50390,50091,-180,-299,110,517,185,672,-75,-155,0,10,-101,-158,-101,-148,-4,4
32460,,,"Mayfield, KY",Micropolitan Statistical Area,36649,36512,36615,-137,103,104,410,147,531,-43,-121,1,3,-94,218,-93,221,-1,3
